More than one adult with no children,0.01,45-64,TRUE,TRUE,1,13,51,NA,NA,453,615,149,152,NA,75,NA,NA,NA,429,94,148,165,163,145,NA,115,NA,NA,85
More than one adult with no children,0.01,45-64,TRUE,TRUE,1,12,66,NA,NA,NA,810,87,NA,41,NA,111,NA,NA,41,67,75,NA,221,NA,142,94,49,62,52
More than one adult with no children,0.01,45-64,TRUE,TRUE,2,22,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,193,NA,116,NA,62,NA,NA,25,182
More than one adult with no children,0.01,45-64,FALSE,FALSE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA
More than one adult with no children,0.01,65 and over,TRUE,TRUE,1,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,NA,38,76,NA,NA,NA,NA,53,47
More than one adult with no children,0.01,65 and over,TRUE,TRUE,1,12,NA,NA,NA,NA,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,170,86,66,NA,108,NA,103,52
More than one adult with no children,0.01,65 and over,TRUE,TRUE,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA
One adult with children,0.01,Under 18,TRUE,TRUE,1,13,NA,191,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with children,0.01,18-24,TRUE,TRUE,2,22,162,NA,567,NA,NA,656,306,147,356,91,NA,212,55,274,48,167,NA,NA,398,NA,NA,NA,NA
One adult with children,0.01,18-24,TRUE,TRUE,2,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA
One adult with children,0.01,18-24,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA
One adult with children,0.01,25-44,TRUE,TRUE,2,22,354,316,NA,2230,1032,567,199,335,371,549,58,128,245,537,329,236,700,630,185,553,709,48,942
One adult with children,0.01,25-44,TRUE,TRUE,1,12,27,NA,NA,NA,NA,400,112,NA,NA,99,NA,NA,NA,NA,115,33,106,NA,NA,NA,NA,NA,NA
One adult with children,0.01,25-44,TRUE,TRUE,2,21,21,NA,252,NA,916,NA,NA,NA,73,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,24,NA,NA
One adult with children,0.01,25-44,TRUE,TRUE,1,13,NA,NA,236,NA,473,NA,212,81,NA,36,18,NA,183,NA,NA,NA,57,178,53,461,226,NA,228
One adult with children,0.01,45-64,TRUE,TRUE,1,13,6,NA,NA,NA,NA,NA,NA,NA,143,NA,77,154,NA,103,NA,139,NA,NA,139,NA,100,NA,121
One adult with children,0.01,45-64,TRUE,TRUE,2,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA
One adult with children,0.01,45-64,TRUE,TRUE,2,22,51,NA,NA,NA,NA,77,164,NA,70,NA,NA,146,NA,7,76,59,119,304,NA,NA,293,164,323
One adult with children,0.01,45-64,TRUE,TRUE,1,12,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,78,23,134,NA,NA,NA,53,66,101,NA,NA,NA,67
One adult with children,0.01,65 and over,TRUE,TRUE,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA
One adult with children,0.01,65 and over,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,77
One adult with no children	,0.01,Under 18,TRUE,TRUE,2,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.01,Under 18,TRUE,TRUE,2,21,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.01,Under 18,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.01,18-24,TRUE,TRUE,1,12,6,NA,NA,NA,NA,42,106,61,NA,NA,NA,50,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,206
One adult with no children	,0.01,18-24,TRUE,TRUE,2,22,150,NA,326,217,455,269,NA,461,NA,304,224,NA,69,174,284,191,127,279,134,28,292,242,369
One adult with no children	,0.01,18-24,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,40,75,NA,NA,NA,NA,NA,NA,295,NA
One adult with no children	,0.01,18-24,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,171,93,NA,NA,NA,8,NA,NA,67,NA
One adult with no children	,0.01,25-44,TRUE,TRUE,2,22,349,NA,390,838,184,129,914,621,230,159,NA,920,147,1257,620,144,358,836,161,601,987,550,475
One adult with no children	,0.01,25-44,TRUE,TRUE,1,13,66,217,645,236,365,165,234,NA,NA,259,169,NA,NA,133,130,37,NA,134,NA,357,NA,129,NA
One adult with no children	,0.01,25-44,TRUE,TRUE,1,12,39,NA,NA,301,NA,NA,NA,85,NA,NA,NA,NA,NA,263,73,113,NA,NA,NA,NA,20,41,NA
One adult with no children	,0.01,25-44,TRUE,TRUE,2,21,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,68,NA,NA,NA,78
One adult with no children	,0.01,45-64,TRUE,TRUE,2,22,363,NA,NA,261,167,453,129,833,346,587,472,149,287,424,758,447,208,471,307,967,789,234,1298
One adult with no children	,0.01,45-64,TRUE,TRUE,1,13,87,626,288,258,187,756,160,316,370,85,310,644,125,575,554,428,308,490,323,464,271,698,1034
One adult with no children	,0.01,45-64,TRUE,TRUE,1,12,138,194,179,422,584,20,59,193,263,433,274,24,300,691,879,892,601,183,772,400,730,408,431
One adult with no children	,0.01,45-64,TRUE,TRUE,2,21,44,NA,NA,NA,NA,NA,184,21,NA,NA,13,NA,NA,201,144,270,NA,39,44,102,58,299,177
One adult with no children	,0.01,65 and over,TRUE,TRUE,2,22,52,NA,NA,NA,NA,NA,NA,NA,NA,121,69,NA,NA,53,222,NA,108,NA,NA,143,NA,NA,34
One adult with no children	,0.01,65 and over,TRUE,TRUE,1,13,16,NA,NA,NA,NA,78,95,78,NA,NA,NA,65,NA,NA,NA,NA,NA,203,133,NA,NA,NA,272
One adult with no children	,0.01,65 and over,TRUE,TRUE,1,12,45,531,673,NA,NA,41,241,NA,NA,NA,NA,556,NA,261,63,113,174,194,146,127,418,474,302
One adult with no children	,0.01,65 and over,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,81,NA,NA,290,NA,NA,NA,NA,NA,NA
More than one adult with children,0.02,18-24,TRUE,TRUE,2,22,51,NA,NA,NA,NA,NA,NA,128,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,NA,NA
More than one adult with children,0.02,18-24,TRUE,TRUE,1,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with children,0.02,25-44,TRUE,TRUE,1,13,141,NA,124,NA,NA,NA,NA,233,133,NA,NA,NA,NA,NA,183,92,98,NA,NA,NA,210,508,NA
More than one adult with children,0.02,25-44,TRUE,TRUE,2,22,159,150,NA,NA,NA,49,245,157,64,NA,NA,NA,156,198,492,173,206,173,232,NA,463,436,104
More than one adult with children,0.02,25-44,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,116,NA,168,118,NA
More than one adult with children,0.02,25-44,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,101,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with children,0.02,45-64,TRUE,TRUE,1,12,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA
More than one adult with children,0.02,45-64,TRUE,TRUE,2,22,39,NA,NA,NA,NA,161,102,276,NA,NA,NA,37,NA,NA,NA,NA,NA,76,62,NA,208,NA,NA
More than one adult with children,0.02,45-64,TRUE,TRUE,2,21,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,71,NA,NA,NA,NA
More than one adult with children,0.02,45-64,TRUE,TRUE,1,13,33,NA,NA,NA,NA,96,391,70,NA,NA,NA,30,NA,NA,NA,33,NA,NA,NA,90,NA,202,NA
More than one adult with children,0.02,65 and over,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA
More than one adult with no children,0.02,Under 18,TRUE,TRUE,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.02,18-24,TRUE,TRUE,2,22,74,NA,NA,183,NA,NA,NA,36,262,NA,66,307,311,NA,423,499,31,267,217,383,357,309,288
More than one adult with no children,0.02,18-24,TRUE,TRUE,2,21,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,110,NA,NA,NA
More than one adult with no children,0.02,18-24,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.02,18-24,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,339,NA
More than one adult with no children,0.02,25-44,TRUE,TRUE,1,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.02,25-44,TRUE,TRUE,1,13,42,NA,NA,NA,NA,NA,NA,NA,95,NA,20,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
More than one adult with no children,0.02,25-44,TRUE,TRUE,2,22,48,NA,250,NA,NA,203,65,324,NA,NA,NA,259,NA,NA,66,NA,196,156,NA,NA,45,419,NA
More than one adult with no children,0.02,25-44,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.02,45-64,TRUE,TRUE,1,12,60,NA,NA,NA,NA,NA,89,NA,NA,298,NA,92,NA,NA,144,88,109,75,74,23,417,200,168
More than one adult with no children,0.02,45-64,TRUE,TRUE,2,22,78,NA,NA,NA,NA,NA,NA,NA,301,82,NA,169,63,NA,155,70,NA,96,87,418,NA,NA,17
More than one adult with no children,0.02,45-64,TRUE,TRUE,1,13,18,NA,NA,NA,NA,136,68,153,124,70,NA,285,NA,142,NA,NA,NA,NA,NA,60,163,NA,NA
More than one adult with no children,0.02,45-64,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.02,65 and over,TRUE,TRUE,2,22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.02,65 and over,TRUE,TRUE,1,12,6,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,54,NA,NA,NA,200,NA,NA,NA,NA,11,79,214
More than one adult with no children,0.02,65 and over,TRUE,TRUE,1,13,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,215,NA,NA,346,NA,74
More than one adult with no children,0.02,65 and over,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,149,NA,NA,NA,NA,NA
One adult with children,0.02,18-24,TRUE,TRUE,2,22,120,NA,NA,NA,179,104,75,NA,57,NA,193,191,NA,142,463,396,NA,NA,52,75,NA,NA,NA
One adult with children,0.02,18-24,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with children,0.02,18-24,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with children,0.02,25-44,TRUE,TRUE,2,22,207,369,NA,240,395,507,943,636,188,350,197,308,437,819,990,379,248,415,560,188,871,172,473
One adult with children,0.02,25-44,TRUE,TRUE,1,13,58,NA,NA,775,678,114,341,NA,NA,NA,67,NA,NA,52,NA,38,174,130,NA,209,81,32,NA
One adult with children,0.02,25-44,TRUE,TRUE,2,21,NA,203,NA,NA,1335,262,NA,NA,NA,NA,NA,NA,NA,NA,10,54,NA,42,75,NA,35,NA,NA
One adult with children,0.02,25-44,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,113,NA,NA,NA,70,NA,NA,NA,156,192
One adult with children,0.02,45-64,TRUE,TRUE,1,13,21,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,152,NA,290,183,81,129,51,41,NA,412,61,NA
One adult with children,0.02,45-64,TRUE,TRUE,2,22,100,NA,NA,NA,NA,NA,74,NA,NA,NA,247,81,NA,169,125,209,141,NA,152,NA,NA,104,111
One adult with children,0.02,45-64,TRUE,TRUE,2,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
One adult with children,0.02,45-64,TRUE,TRUE,1,12,NA,NA,NA,560,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,59,NA,111
One adult with children,0.02,65 and over,TRUE,TRUE,2,22,51,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
One adult with children,0.02,65 and over,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,74
One adult with children,0.02,65 and over,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA
One adult with no children	,0.02,Under 18,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.02,Under 18,TRUE,TRUE,2,22,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.02,Under 18,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
One adult with no children	,0.02,18-24,TRUE,TRUE,2,22,225,482,210,460,441,403,266,528,597,389,713,140,319,271,NA,448,43,NA,336,476,NA,219,95
One adult with no children	,0.02,18-24,TRUE,TRUE,2,21,27,NA,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,68,NA,NA,NA,NA,NA,NA,260
One adult with no children	,0.02,18-24,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA
One adult with no children	,0.02,18-24,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,48,NA,310,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.02,25-44,TRUE,TRUE,2,22,201,723,385,NA,NA,788,421,482,112,351,390,NA,378,251,686,762,668,431,597,193,248,272,270
One adult with no children	,0.02,25-44,TRUE,TRUE,1,12,39,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,204,126,115,115,94,NA,72,NA,NA,102,72
One adult with no children	,0.02,25-44,TRUE,TRUE,1,13,51,NA,NA,NA,NA,NA,144,83,NA,NA,75,29,71,71,NA,NA,139,96,131,60,10,84,NA
One adult with no children	,0.02,25-44,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,16,NA,64,72,NA,NA,NA,NA,NA,NA
One adult with no children	,0.02,45-64,TRUE,TRUE,1,12,153,242,1463,NA,NA,56,146,236,71,169,NA,NA,142,59,139,386,430,619,490,401,267,365,602
One adult with no children	,0.02,45-64,TRUE,TRUE,2,22,556,706,412,2519,668,1020,705,91,967,493,339,163,389,517,468,504,1022,957,715,1378,1834,1710,800
One adult with no children	,0.02,45-64,TRUE,TRUE,2,21,36,NA,NA,216,NA,72,NA,107,NA,NA,118,44,67,73,NA,131,115,263,NA,NA,NA,185,NA
One adult with no children	,0.02,45-64,TRUE,TRUE,1,13,54,NA,NA,NA,NA,94,NA,173,602,297,143,NA,248,467,360,82,371,346,328,76,390,189,53
One adult with no children	,0.02,45-64,FALSE,FALSE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
One adult with no children	,0.02,65 and over,TRUE,TRUE,1,12,15,NA,187,242,NA,75,NA,NA,NA,NA,NA,75,NA,64,168,NA,NA,NA,193,246,717,1412,826
One adult with no children	,0.02,65 and over,TRUE,FALSE,1,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
One adult with no children	,0.02,65 and over,TRUE,TRUE,2,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,74,79
One adult with no children	,0.02,65 and over,TRUE,TRUE,2,22,15,NA,NA,NA,NA,NA,NA,NA,NA,238,78,42,NA,NA,483,427,NA,56,NA,480,531,1919,1575
One adult with no children	,0.02,65 and over,TRUE,TRUE,1,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,294,NA,NA,60,190,432,212,595
One adult with no children	,0.02,65 and over,FALSE,FALSE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA
More than one adult with children,0.03,18-24,TRUE,TRUE,2,22,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
More than one adult with children,0.03,18-24,TRUE,TRUE,1,13,NA,NA,NA,NA,341,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with children,0.03,18-24,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with children,0.03,25-44,TRUE,TRUE,1,12,18,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,179,NA,41,104,NA,NA,126,NA,NA,NA
More than one adult with children,0.03,25-44,TRUE,TRUE,2,22,45,173,NA,288,NA,86,NA,NA,572,379,350,51,NA,64,171,621,NA,84,NA,NA,350,381,NA
More than one adult with children,0.03,25-44,TRUE,TRUE,1,13,24,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,118,74,90,NA,16,407,NA,NA,NA,176,NA,NA
More than one adult with children,0.03,45-64,TRUE,TRUE,1,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,162,NA,132,NA,NA,NA,NA,NA,NA
More than one adult with children,0.03,45-64,TRUE,TRUE,2,22,60,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,419,NA,170,NA,NA,713
More than one adult with children,0.03,45-64,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,15,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with children,0.03,45-64,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA
More than one adult with children,0.03,65 and over,TRUE,TRUE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA
More than one adult with children,0.03,65 and over,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,58,NA,NA,NA
More than one adult with no children,0.03,Under 18,TRUE,TRUE,2,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.03,18-24,TRUE,TRUE,2,22,21,NA,168,NA,NA,226,89,89,95,NA,206,163,118,42,403,262,233,127,40,NA,74,113,NA
More than one adult with no children,0.03,18-24,TRUE,TRUE,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,132,NA,NA,NA
More than one adult with no children,0.03,18-24,FALSE,FALSE,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
More than one adult with no children,0.03,25-44,TRUE,TRUE,1,13,6,NA,NA,NA,303,NA,73,95,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,176,189,60,66,NA
More than one adult with no children,0.03,25-44,TRUE,TRUE,2,22,137,NA,NA,NA,NA,NA,76,NA,NA,NA,283,138,NA,54,NA,NA,NA,94,NA,NA,61,733,236
More than one adult with no children,0.03,25-44,TRUE,TRUE,1,12,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,72,NA,NA,NA,NA,NA
More than one adult with no children,0.03,25-44,TRUE,TRUE,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
